"","pid","W1_Paranoia1","W1_Paranoia2","W1_Paranoia3","W1_Paranoia4","W1_Paranoia5","W1_Paranoia_Total","W1_Conspiracy_1","W1_Conspiracy_2","W1_Conspiracy_3","W1_Conspiracy_4","W1_Conspiracy_5","W1_Conspiracy_Total","W1_Religion_binary","W1_ReligiousBelief_Total","W1_ReligiousBelief1","W1_ReligiousBelief2","W1_ReligiousBelief3","W1_ReligiousBelief4","W1_ReligiousBelief5","W1_ReligiousBelief6","W1_ReligiousBelief7","W1_ReligiousBelief8","W1_ReligiousBelief2_R","W1_ReligiousBelief4_R","W1_ReligiousBelief6_R","W1_ReligiousBelief8_R","W1_Political_Scale","W1_Nationalism1","W1_Nationalism2","W1_Nationalism_Total","W1_Death_Anxiety_Total","W1_DAI1","W1_DAI2","W1_DAI3","W1_DAI4","W1_DAI5","W1_DAI6","W1_DAI7","W1_DAI8","W1_DAI9","W1_DAI10","W1_DAI11","W1_DAI12","W1_DAI13","W1_DAI14","W1_DAI15","W1_DAI16","W1_DAI17","W1_CRT1","W1_CRT2","W1_CRT3","W1_CRT4","W1_CRT5","W1_ReligiousBelief1_R","W1_ReligiousBelief3_R","W1_ReligiousBelief5_R","W1_ReligiousBelief7_R","W1_TotalCRT","W1_Gender","W1_Age_year","W1_Age_categories"
"1428",1491509918,1,4,3,1,3,12,11,6,1,3,1,22,1,26,2,1,3,2,3,4,3,2,5,4,2,4,6,2,2,4,47,3,2,2,4,3,2,4,4,5,3,1,4,3,2,2,2,1,1,1,1,2,2,4,3,3,3,5,2,40,3
"1429",1491510040,1,2,2,1,2,8,4,3,7,5,7,26,1,31,3,2,4,2,4,1,4,3,4,4,5,3,6,5,4,9,32,3,1,2,4,2,4,2,2,1,1,1,1,3,1,2,1,1,1,1,1,2,2,3,2,2,2,5,1,50,4
"1430",1491510312,3,4,2,2,4,15,11,11,11,11,11,55,0,30,3,3,5,1,3,3,3,1,3,5,3,5,3,2,4,6,52,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,1,3,3,0,2,29,2
"1431",1491510380,1,5,5,5,5,21,11,11,11,11,11,55,1,32,1,1,5,1,5,5,5,1,5,5,1,5,5,3,2,5,73,3,2,5,5,5,5,5,5,5,5,5,5,3,1,5,5,4,2,3,2,2,3,5,1,1,1,1,2,42,3
"1432",1491510554,1,4,2,1,3,11,6,7,8,8,6,35,1,24,2,4,3,2,3,4,4,2,2,4,2,4,6,4,4,8,43,2,1,1,4,3,2,1,4,4,2,2,2,4,3,4,2,2,2,4,2,4,3,4,3,3,2,0,2,63,5
"1434",1491510835,2,3,3,2,2,12,5,7,6,3,3,24,1,32,4,3,4,1,3,2,5,2,3,5,4,4,4,2,2,4,48,3,2,2,3,4,3,3,3,4,4,1,3,4,2,3,3,1,2,2,2,4,3,2,2,3,1,0,2,55,5
"1436",1491511559,1,2,2,1,2,8,8,9,9,8,8,42,0,27,3,3,4,3,5,2,3,4,3,3,4,2,3,3,4,7,62,2,1,1,1,4,4,4,5,5,5,5,2,5,5,4,5,4,2,1,2,2,2,3,2,1,3,3,2,32,2
"1437",1491511710,2,4,4,3,4,17,6,9,5,4,4,28,0,31,4,3,4,1,4,2,4,3,3,5,4,3,5,2,3,5,31,2,1,2,3,2,1,1,2,2,2,3,2,3,1,1,1,2,2,2,2,4,2,2,2,2,2,1,2,30,2
"1438",1491511988,1,3,5,3,3,15,11,11,11,11,11,55,1,22,1,1,3,1,1,5,1,1,5,5,1,5,7,3,1,4,29,1,1,5,5,1,1,1,1,3,1,1,1,1,1,1,1,3,2,1,1,4,3,5,3,5,5,2,1,50,4
"1439",1491512345,3,3,4,3,3,16,7,8,7,6,5,33,1,16,3,5,1,4,1,3,2,3,1,2,3,3,5,3,4,7,41,3,2,3,3,2,2,2,4,1,2,2,3,2,2,2,4,2,2,2,2,4,2,3,5,5,4,1,2,29,2
"1440",1491512388,1,1,1,1,1,5,7,9,9,8,7,40,1,27,2,4,4,1,3,2,5,4,2,5,4,2,5,1,3,4,37,1,1,1,1,4,1,1,1,4,4,3,1,4,1,5,1,3,2,2,2,2,2,4,2,3,1,2,2,51,4
"1441",1491512430,1,1,1,1,1,5,9,5,9,6,9,38,0,36,3,1,3,1,5,1,5,1,5,5,5,5,4,1,2,3,24,2,1,2,1,2,2,1,3,1,1,1,1,1,1,2,1,1,2,1,2,4,3,3,3,1,1,1,1,71,6
"1442",1491512496,1,4,4,3,2,14,1,11,11,6,8,37,1,36,5,1,5,1,5,5,5,1,5,5,1,5,4,2,4,6,46,1,2,2,2,5,1,2,1,4,4,1,1,4,4,5,5,2,2,1,4,4,3,1,1,1,1,1,1,35,3
"1443",1491512531,1,1,3,1,1,7,9,6,2,1,1,19,0,40,5,1,5,1,5,1,5,1,5,5,5,5,5,3,3,6,27,1,1,1,1,1,1,1,3,1,3,3,1,1,4,1,1,2,2,3,1,4,3,1,1,1,1,1,1,63,5
"1444",1491513021,3,3,3,3,3,15,6,6,6,6,6,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,6,68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,3,3,3,3,0,1,70,6
"1445",1491513056,2,2,2,2,3,11,2,7,4,2,2,17,0,38,4,1,5,2,5,1,5,1,5,4,5,5,5,3,3,6,58,4,3,3,4,4,2,4,4,4,4,4,4,4,1,2,4,3,2,3,3,2,2,2,1,1,1,2,2,39,3
"1446",1491513571,4,5,5,4,4,22,11,11,8,6,5,41,1,24,2,4,3,2,2,3,4,2,2,4,3,4,2,1,1,2,38,2,4,2,1,2,2,1,2,2,2,3,2,2,4,1,2,4,2,2,2,4,2,4,3,4,2,1,1,50,4
"1447",1491513787,1,2,3,3,4,13,9,7,7,6,6,35,1,32,3,3,5,1,5,4,5,2,3,5,2,4,5,3,3,6,32,2,2,2,1,2,1,1,4,1,1,2,2,1,4,1,2,3,2,2,1,4,2,3,1,1,1,2,2,73,6
"1448",1491513851,4,5,4,1,4,18,9,10,7,8,9,43,0,25,1,2,2,2,4,5,4,1,4,4,1,5,5,1,2,3,57,4,1,1,5,4,2,5,5,5,4,1,4,5,1,4,4,2,2,2,2,4,3,5,4,2,2,0,2,40,3
"1449",1491513899,4,3,4,3,4,18,4,5,5,6,6,26,1,24,4,4,3,3,3,4,4,3,2,3,2,3,5,4,4,8,62,3,2,4,4,4,4,4,5,4,4,4,4,4,3,4,2,3,2,3,2,2,2,2,3,3,2,2,2,38,3
"1450",1491514367,2,2,2,2,3,11,8,11,11,8,10,48,1,23,2,2,3,1,2,4,2,3,4,5,2,3,4,2,3,5,40,3,4,2,1,2,2,2,5,2,3,1,3,2,2,1,3,2,2,1,3,4,3,4,3,4,4,1,2,53,4
"1451",1491514692,2,3,2,2,3,12,6,11,6,11,11,45,0,36,3,1,5,1,5,3,5,1,5,5,3,5,1,1,1,2,51,4,3,4,3,3,2,2,4,3,3,2,2,3,4,3,3,3,2,2,2,4,3,3,1,1,1,0,2,43,3
"1452",1491514778,4,1,2,1,2,10,9,8,7,6,7,37,1,27,4,3,4,4,3,2,4,3,3,2,4,3,6,3,3,6,68,4,1,4,5,5,4,5,5,5,5,2,4,4,4,5,4,2,2,2,2,4,3,2,2,3,2,0,2,28,2
"1453",1491514917,1,2,4,1,4,12,5,9,8,7,8,37,1,23,2,4,3,2,2,4,3,1,2,4,2,5,6,2,4,6,25,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,3,3,4,3,4,3,1,1,77,6
"1454",1491515095,5,1,3,4,2,15,11,10,8,6,10,45,0,33,5,2,5,1,4,4,5,3,4,5,2,3,5,3,3,6,31,1,4,1,1,3,1,1,3,1,3,1,1,1,2,3,3,1,2,2,3,4,2,1,1,2,1,1,2,47,4
"1455",1491515202,1,3,3,3,3,13,8,7,10,8,7,40,1,23,4,4,4,2,3,3,1,4,2,4,3,2,7,3,3,6,29,1,4,1,1,1,1,1,1,1,1,5,1,1,3,1,1,4,2,2,2,2,3,2,2,3,5,1,1,34,2
"1456",1491515276,1,2,2,3,3,11,8,10,9,9,9,45,1,20,2,4,3,2,2,4,2,3,2,4,2,3,5,2,2,4,20,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,3,4,4,4,2,39,3
"1457",1491515295,1,1,1,1,3,7,6,7,7,6,6,32,1,22,2,3,3,3,3,4,3,3,3,3,2,3,8,4,5,9,51,4,1,4,4,3,3,3,2,3,4,3,4,2,3,3,4,1,2,2,1,4,3,4,3,3,3,1,2,34,2
"1458",1491515322,1,1,1,1,2,6,8,8,6,7,8,37,1,27,3,3,3,1,3,3,3,2,3,5,3,4,3,3,3,6,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,0,2,68,6
"1461",1491516036,2,2,1,2,2,9,7,6,2,3,4,22,1,33,5,2,5,5,5,2,5,2,4,1,4,4,7,4,3,7,30,1,1,2,2,3,3,2,2,2,2,1,1,1,1,1,4,1,2,1,1,2,2,1,1,1,1,4,1,68,6
"1462",1491516068,1,4,3,2,4,14,11,7,8,8,9,43,1,19,1,3,3,3,3,5,3,4,3,3,1,2,5,3,3,6,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,5,3,3,3,0,1,38,3
"1463",1491516077,1,2,4,1,4,12,6,6,6,6,6,30,1,26,3,4,4,2,3,2,3,3,2,4,4,3,7,4,4,8,43,2,1,2,2,4,2,2,4,3,4,2,2,2,1,5,3,2,2,2,2,4,3,3,2,3,3,0,2,74,6
"1465",1491516498,4,4,4,4,3,19,7,7,6,6,5,31,0,28,3,4,4,2,4,2,3,2,2,4,4,4,5,3,3,6,42,3,2,2,3,2,2,2,2,2,2,4,2,2,3,2,3,4,1,1,1,2,2,3,2,2,3,5,2,31,2
"1467",1491516681,3,3,3,1,3,13,7,7,6,2,2,24,0,28,4,4,5,5,5,3,5,3,2,1,3,3,5,2,3,5,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,3,2,1,1,1,3,2,37,3
"1468",1491516934,1,1,1,1,2,6,8,8,7,5,6,34,1,29,4,3,3,1,4,3,3,2,3,5,3,4,8,4,4,8,45,4,1,3,2,2,4,2,4,2,4,2,2,2,4,1,4,2,1,2,2,4,2,2,3,2,3,2,2,62,5
"1470",1491517184,2,2,4,2,2,12,6,7,5,7,7,32,0,32,2,2,4,1,4,2,4,1,4,5,4,5,4,4,4,8,59,4,2,2,4,4,4,4,4,4,4,2,4,2,4,4,4,3,2,1,1,2,2,4,2,2,2,4,1,36,3
"1471",1491517209,3,3,2,2,2,12,7,6,4,2,2,21,0,37,4,2,5,1,5,2,5,1,4,5,4,5,7,2,3,5,50,4,2,2,2,3,3,2,5,2,3,3,4,2,2,4,4,3,1,3,2,2,2,2,1,1,1,3,2,31,2
"1472",1491517248,1,3,2,3,4,13,2,5,5,1,1,14,1,29,4,2,4,3,3,2,4,3,4,3,4,3,7,3,4,7,31,2,1,3,1,1,1,1,4,2,2,1,2,1,1,3,3,2,1,1,1,4,2,2,2,3,2,4,1,62,5
"1473",1491517278,1,1,1,1,2,6,9,10,7,8,9,43,0,37,5,2,5,1,5,2,5,2,4,5,4,4,3,2,3,5,48,1,1,2,2,3,3,2,4,3,4,4,4,1,4,2,4,4,1,1,2,2,2,1,1,1,1,4,1,50,4
"1475",1491517692,1,2,1,1,2,7,6,6,7,8,8,35,1,28,2,2,3,3,4,1,4,3,4,3,5,3,8,4,4,8,38,1,1,1,3,3,2,2,1,4,4,2,1,4,3,3,1,2,2,2,2,2,3,4,3,2,2,1,2,69,6
"1476",1491517761,2,2,2,2,2,10,8,6,7,9,9,39,1,25,5,5,5,5,5,4,4,4,1,1,2,2,7,4,4,8,36,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,3,1,1,1,2,3,2,41,3
"1477",1491517909,3,5,4,4,5,21,9,4,7,6,6,32,0,30,4,2,3,2,4,2,3,2,4,4,4,4,5,4,3,7,58,2,4,3,4,3,4,4,2,4,4,3,2,4,3,4,4,4,2,1,2,4,2,2,3,2,3,2,1,54,4
"1478",1491517921,2,4,3,2,4,15,11,11,9,8,10,49,0,31,3,1,5,1,4,4,3,2,5,5,2,4,6,5,4,9,55,3,2,4,4,4,2,3,5,3,4,2,3,3,3,4,4,2,1,2,3,2,2,3,1,2,3,3,1,43,3
"1479",1491518061,1,1,1,1,2,6,9,6,8,6,3,32,1,26,3,3,3,2,3,3,3,2,3,4,3,4,7,3,4,7,53,3,2,3,4,4,3,1,5,3,4,3,4,1,2,4,5,2,2,1,2,4,3,3,3,3,3,1,2,66,6
"1480",1491518162,1,3,1,1,3,9,11,11,8,6,11,47,1,32,3,3,3,1,5,3,5,1,3,5,3,5,1,2,4,6,28,2,3,4,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,4,2,3,3,1,1,1,2,49,4
"1481",1491518258,2,1,1,1,1,6,11,8,6,9,11,45,1,26,3,3,3,3,3,3,3,1,3,3,3,5,5,4,4,8,60,4,3,1,2,5,1,4,5,4,4,3,3,4,3,5,5,4,2,1,2,4,2,3,3,3,3,2,1,66,6
"1483",1491518374,4,2,1,1,1,9,10,7,9,8,9,43,1,14,1,5,2,3,2,3,1,5,1,3,3,1,8,5,4,9,60,4,3,2,4,4,3,4,5,4,4,4,3,4,2,3,3,4,2,2,2,4,2,5,4,4,5,1,2,77,6
"1484",1491518432,4,4,4,2,2,16,9,3,8,8,9,37,1,27,2,1,4,2,4,5,3,2,5,4,1,4,6,4,2,6,51,4,2,2,4,2,2,2,5,3,3,4,4,3,1,2,4,4,2,3,1,4,2,4,2,2,3,2,1,49,4
"1486",1491518549,1,1,1,1,1,5,7,7,8,5,4,31,1,27,2,4,3,2,3,2,5,2,2,4,4,4,7,4,4,8,26,1,1,3,2,3,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,4,3,3,1,5,2,65,6
"1487",1491518562,4,4,3,3,3,17,5,5,8,6,7,31,1,23,2,4,3,3,3,3,3,2,2,3,3,4,8,4,4,8,70,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,2,2,2,4,3,4,3,3,3,0,2,73,6
"1488",1491518731,3,3,4,4,3,17,6,9,9,8,9,41,1,25,3,2,2,2,3,2,2,3,4,4,4,3,5,4,4,8,61,4,5,4,3,4,4,4,3,3,4,3,3,3,3,4,4,3,2,1,1,2,2,3,4,3,4,4,1,50,4
"1489",1491518845,2,5,4,2,2,15,4,8,2,3,4,21,1,24,2,3,3,2,3,2,2,3,3,4,4,3,5,4,4,8,77,4,2,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4,2,3,2,4,3,4,3,3,4,0,2,57,5
"1490",1491518946,2,2,2,2,2,10,6,6,6,6,6,30,1,27,4,3,3,2,3,2,3,3,3,4,4,3,7,4,3,7,50,3,4,3,3,4,2,3,3,3,4,2,3,3,2,3,3,2,2,2,3,4,3,2,3,3,3,0,2,47,4
"1491",1491518983,4,4,3,2,3,16,7,9,6,6,6,34,1,21,1,3,2,3,2,2,3,3,3,3,4,3,5,5,5,10,27,4,2,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,2,3,2,4,3,5,4,4,3,0,2,81,6
"1492",1491519073,1,1,1,1,1,5,9,7,10,3,6,35,0,36,5,3,5,1,5,2,5,2,3,5,4,4,6,3,4,7,31,1,1,2,1,4,2,2,3,1,3,1,1,1,1,2,3,2,2,2,1,2,2,1,1,1,1,3,1,47,4
"1493",1491519122,3,3,3,2,3,14,6,7,7,5,5,30,0,39,4,1,5,1,5,1,5,1,5,5,5,5,2,1,3,4,24,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,1,1,1,4,2,34,2
"1494",1491519207,1,3,2,1,3,10,9,11,8,4,7,39,1,33,5,2,5,1,4,4,3,1,4,5,2,5,3,1,2,3,28,1,1,1,3,1,1,1,1,2,1,4,1,2,2,1,1,4,1,1,2,2,2,1,1,2,3,4,2,54,4
"1495",1491519211,4,4,4,3,4,19,7,10,10,10,9,46,1,27,3,2,2,1,4,3,2,2,4,5,3,4,6,3,5,8,72,3,4,3,4,4,5,5,5,5,5,2,4,4,5,5,5,4,2,4,2,4,3,3,4,2,4,0,2,62,5
"1497",1491519708,2,2,3,1,2,10,2,6,3,2,2,15,1,23,2,4,3,2,2,2,3,3,2,4,4,3,8,4,4,8,45,2,2,4,4,4,2,3,4,4,2,2,2,2,1,3,2,2,1,1,1,2,2,4,3,4,3,5,1,71,6
"1498",1491519742,4,4,4,4,4,20,8,7,6,5,8,34,1,25,2,2,2,2,3,2,2,2,4,4,4,4,5,4,4,8,68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,4,3,4,2,1,54,4
"1499",1491519832,3,1,2,2,3,11,3,3,3,2,2,13,0,30,3,2,4,2,4,3,4,2,4,4,3,4,4,3,3,6,37,2,2,1,2,2,2,2,3,2,4,2,2,2,2,3,3,1,1,1,1,2,2,3,2,2,2,5,1,62,5
"1501",1491519859,1,3,2,1,5,12,7,8,9,8,9,41,0,30,4,2,4,3,3,2,4,2,4,3,4,4,10,3,3,6,40,3,2,2,3,4,1,1,2,4,2,1,2,2,3,4,3,1,2,4,2,4,2,2,2,3,2,1,2,49,4
"1502",1491519928,3,3,3,3,3,15,6,6,6,6,6,30,1,24,4,4,4,4,4,4,4,4,2,2,2,2,7,4,4,8,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2,0,2,34,2
"1503",1491520137,2,2,3,3,3,13,7,7,8,6,6,34,1,30,3,2,4,2,4,2,3,2,4,4,4,4,6,4,3,7,49,2,3,4,3,3,3,3,4,3,3,3,2,2,2,3,4,2,2,1,1,4,3,3,2,2,3,2,2,59,5
"1505",1491520465,3,4,4,3,2,16,11,11,8,6,10,46,0,33,3,2,5,1,4,3,5,2,4,5,3,4,2,1,1,2,31,2,1,2,2,3,1,1,3,1,4,1,1,1,3,1,3,1,2,1,1,2,2,3,1,2,1,4,2,37,3
"1508",1491520898,1,2,3,1,4,11,11,7,4,9,6,37,1,34,3,2,5,1,5,2,5,3,4,5,4,3,5,4,3,7,22,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,2,4,2,3,1,1,1,1,1,62,5
"1509",1491520992,2,2,3,2,3,12,4,4,6,4,5,23,1,23,4,3,3,3,2,3,2,3,3,3,3,3,5,3,2,5,35,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,4,4,4,1,44,3
"1510",1491521092,2,4,3,3,3,15,8,8,6,6,4,32,0,37,4,1,4,2,5,1,5,1,5,4,5,5,5,4,4,8,51,4,4,3,2,2,3,4,4,3,5,4,1,3,2,3,2,2,2,1,4,2,2,2,2,1,1,3,1,39,3
"1511",1491521227,3,3,3,1,3,13,6,8,9,6,9,38,1,23,3,3,3,3,3,4,3,3,3,3,2,3,5,3,4,7,50,2,4,3,3,5,2,3,3,4,4,2,3,2,3,2,3,2,2,2,3,4,3,3,3,3,3,0,2,53,4
"1513",1491521321,3,3,3,3,3,15,7,10,7,6,6,36,1,28,3,3,5,1,3,3,3,3,3,5,3,3,5,4,3,7,38,2,3,2,1,3,1,2,2,1,4,4,1,1,4,1,2,4,2,1,1,4,3,3,1,3,3,2,1,53,4
"1514",1491521323,3,3,3,2,2,13,7,6,6,6,6,31,0,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,36,3,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,35,3
"1515",1491521601,2,4,4,1,3,14,11,10,10,4,6,41,0,33,3,2,5,1,5,2,4,3,4,5,4,3,7,2,4,6,66,4,2,2,5,5,4,5,5,5,5,4,5,3,2,3,4,3,1,1,2,2,2,3,1,1,2,4,2,40,3
"1517",1491522112,2,4,3,3,3,15,11,7,11,9,10,48,1,26,3,2,4,2,3,3,2,3,4,4,3,3,6,3,4,7,35,4,2,2,2,3,1,1,3,2,2,2,2,2,3,1,1,2,1,1,1,2,2,3,2,3,4,5,1,47,4
"1518",1491522125,4,3,3,3,3,16,7,7,7,7,8,36,1,24,2,2,2,2,2,2,2,2,4,4,4,4,2,4,4,8,52,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,4,4,0,2,47,4
"1519",1491522294,3,2,3,1,1,10,3,7,8,2,6,26,1,28,3,3,4,2,3,3,4,2,3,4,3,4,7,3,3,6,31,2,2,1,2,1,1,1,4,1,1,1,1,1,3,3,3,3,2,1,2,2,2,3,2,3,2,3,2,59,5
"1520",1491522478,3,5,4,4,4,20,8,10,7,6,8,39,1,24,3,3,3,2,3,4,3,3,3,4,2,3,5,2,3,5,56,3,4,2,5,5,3,3,1,5,3,5,2,4,3,1,2,5,2,2,2,4,2,3,3,3,3,1,1,31,2
"1521",1491522730,4,4,2,2,4,16,9,9,8,7,7,40,1,28,2,2,4,2,2,2,4,2,4,4,4,4,6,4,4,8,54,2,4,2,4,4,2,4,4,4,4,2,2,4,2,2,4,4,2,3,3,4,2,4,2,4,2,1,2,39,3
"1522",1491522938,1,1,2,1,1,6,7,7,6,6,6,32,1,24,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,6,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,0,2,77,6
"1523",1491523090,3,4,4,4,3,18,8,7,6,7,7,35,1,20,2,4,2,2,3,5,3,3,2,4,1,3,5,3,3,6,65,3,4,4,4,3,4,4,5,4,3,4,4,4,4,3,4,4,1,2,2,2,2,4,4,3,3,3,2,44,3
"1524",1491523178,4,4,1,1,3,13,6,6,6,6,6,30,1,24,2,4,2,2,3,2,2,1,2,4,4,5,5,4,5,9,76,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,1,2,2,2,2,3,4,4,3,4,1,1,39,3
"1526",1491523686,1,1,1,1,1,5,11,9,10,9,11,50,1,17,1,4,3,3,2,4,2,4,2,3,2,2,7,3,3,6,41,2,2,2,2,2,3,2,2,5,4,2,3,2,2,2,2,2,1,1,1,2,2,5,3,4,4,5,2,52,4
"1527",1491523936,2,1,1,1,1,6,9,9,8,5,4,35,1,27,2,4,5,3,3,2,4,2,2,3,4,4,6,3,4,7,42,1,1,2,1,3,2,3,3,2,4,4,1,3,3,2,3,4,2,2,1,2,2,4,1,3,2,3,2,75,6
"1529",1491524113,2,3,3,1,2,11,9,10,5,4,6,34,0,29,4,2,5,2,3,3,3,3,4,4,3,3,5,3,3,6,37,3,2,2,1,1,1,1,4,1,3,3,2,1,5,2,1,4,2,1,1,4,2,2,1,3,3,3,1,71,6
"1530",1491524187,2,3,2,1,2,10,9,9,9,9,9,45,1,28,4,2,4,2,4,4,3,3,4,4,2,3,6,1,1,2,18,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,3,2,2,45,4
"1531",1491524402,1,4,3,3,5,16,7,6,6,6,7,32,1,18,2,4,3,3,1,3,2,4,2,3,3,2,5,3,3,6,46,3,3,2,2,3,1,1,5,3,3,3,3,3,4,1,3,3,2,2,3,2,3,4,3,5,4,1,2,33,2
"1532",1491524749,2,4,4,4,3,17,11,11,8,6,7,43,1,23,1,2,3,2,3,3,3,4,4,4,3,2,7,2,1,3,45,2,3,2,2,3,2,3,2,3,2,4,4,3,3,2,2,3,2,4,3,2,3,5,3,3,3,1,1,40,3
"1533",1491524898,3,3,3,3,3,15,9,10,9,4,5,37,1,24,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,37,2,3,2,3,3,2,1,2,2,3,2,2,2,3,1,2,2,1,2,1,4,2,3,3,3,3,3,1,40,3
"1534",1491525273,1,1,1,1,4,8,11,9,10,9,10,49,1,10,1,5,1,3,1,5,1,5,1,3,1,1,8,4,5,9,45,4,1,1,1,2,1,1,5,4,4,1,5,5,1,4,4,1,2,2,2,4,2,5,5,5,5,1,1,34,2
"1535",1491525294,1,1,1,1,1,5,7,8,11,11,7,44,1,15,1,5,1,2,1,5,1,1,1,4,1,5,10,5,5,10,30,2,1,1,1,1,1,1,5,4,1,1,3,1,1,1,3,2,2,3,1,2,2,5,5,5,5,3,2,70,6
"1536",1491525898,1,3,3,3,3,13,9,9,8,8,8,42,1,23,2,4,4,2,2,4,3,2,2,4,2,4,3,1,2,3,56,4,4,3,4,4,1,2,5,2,4,4,4,4,3,1,4,3,1,1,1,2,2,4,2,4,3,5,1,60,5
"1538",1491526102,3,1,1,1,2,8,10,9,7,6,9,41,1,24,3,3,3,2,2,3,3,3,3,4,3,3,6,3,3,6,37,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,2,4,3,3,3,4,3,1,2,73,6
"1539",1491526116,1,3,3,2,3,12,8,9,6,5,7,35,1,25,3,4,2,1,3,4,3,1,2,5,2,5,7,5,5,10,24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,2,1,1,2,2,3,4,3,3,4,1,61,5
"1540",1491526318,1,1,2,1,2,7,10,11,4,6,9,40,0,33,2,2,5,1,5,2,3,1,4,5,4,5,3,3,3,6,59,3,1,3,5,3,5,5,5,5,5,1,2,3,2,5,4,2,2,2,1,4,2,4,1,1,3,2,2,33,2
"1541",1491526602,3,1,2,2,2,10,11,11,11,11,11,55,0,36,5,1,5,3,5,3,5,1,5,3,3,5,5,4,3,7,44,1,4,2,1,3,2,4,2,4,4,4,1,1,4,2,1,4,2,1,1,4,2,1,1,1,1,3,1,68,6
"1542",1491527431,2,2,3,2,5,14,8,11,8,6,6,39,1,22,5,5,2,3,2,3,3,3,1,3,3,3,5,3,4,7,41,4,1,3,1,2,1,1,5,3,2,3,3,4,1,1,3,3,2,1,3,4,2,1,4,4,3,2,2,34,2
"1543",1491527432,1,5,3,1,4,14,11,11,6,6,6,40,1,20,1,3,3,1,3,5,1,3,3,5,1,3,5,5,5,10,29,1,1,1,5,1,1,1,5,1,1,1,1,1,1,5,1,1,2,2,1,2,2,5,3,3,5,3,2,55,5
"1544",1491527589,2,2,3,2,3,12,8,7,7,6,6,34,1,28,4,3,3,2,3,2,4,3,3,4,4,3,6,4,4,8,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,1,44,3
"1545",1491528157,1,4,5,3,4,17,11,11,1,11,11,45,1,24,3,3,3,3,3,3,3,3,3,3,3,3,6,1,1,2,48,5,3,4,3,2,3,3,4,3,3,2,1,2,3,3,2,2,1,4,3,4,3,3,3,3,3,1,1,50,4
"1546",1491528257,5,1,1,1,1,9,11,11,6,11,11,50,0,38,3,1,5,1,5,1,5,1,5,5,5,5,5,5,5,10,31,5,5,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,4,2,3,1,1,1,3,2,69,6
"1547",1491528303,2,4,2,1,4,13,11,11,6,5,7,40,0,40,5,1,5,1,5,1,5,1,5,5,5,5,6,1,1,2,30,1,1,1,1,2,1,2,4,2,2,4,1,1,4,1,1,1,2,1,1,4,2,1,1,1,1,3,1,54,4
"1548",1491528428,1,3,3,3,2,12,7,7,6,6,8,34,0,26,3,2,3,1,2,3,3,3,4,5,3,3,5,3,3,6,37,2,4,4,3,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,3,3,4,3,4,2,54,4
